index,coachella_sentiment,coachella_yn,name,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
3147,neutral,yes,KroqChip,0,"#NoAnalAfroNoPeace ""RT @thekevinryder: Wait. No ""Anal Afro??? "" http://t.co/k30B6xrvrp #Coachella2015""",,1/6/15 10:41,5.52536e+17,Orange County,Pacific Time (US & Canada)
3148,neutral,yes,JenaLCarter,0,"Also, if you missed the #Coachella2015 lineup announcement, it's here: http://t.co/89sV1sieYn",,1/6/15 10:41,5.52535e+17,Los Angeles,
3149,neutral,yes,parcileon,0,COACHELLLAAAA http://t.co/Z7wpZLxy8q #coachella2015 #lineup via @kroq,,1/6/15 10:40,5.52535e+17,Los Angeles,Pacific Time (US & Canada)
3150,neutral,yes,Davelphotog,0,Coachella lineup is now out! Check out the headliners! #Coachella #drake #acdc #coachella2015 #coachellafest... http://t.co/4etdkIQKku,,1/6/15 10:40,5.52535e+17,Palm Springs,
3151,neutral,yes,andytoddcook,0,3 Legged Dirt Bike #Coachella2015,,1/6/15 10:39,5.52535e+17,,Quito
3152,neutral,yes,belgradeJesv,0,#coachella2015 le pire line up,,1/6/15 10:39,5.52535e+17,,Amsterdam
3153,neutral,yes,andytoddcook,0,Chicken Wing Tornado #Coachella2015,,1/6/15 10:39,5.52535e+17,,Quito
3154,neutral,yes,JohnLoughran_,0,Dance music taking America by storm! #coachella #Coachella2015,,1/6/15 10:38,5.52535e+17,Scotland,Edinburgh
3155,neutral,yes,nidhididi,1,"Decent lineup. So many music festivals, so little time (and money). #Coachella2015 Lineup And Details http://t.co/B6w6sVjAzN via @kroq",,1/6/15 10:38,5.52535e+17,the moon,Eastern Time (US & Canada)
3156,neutral,yes,SuperSix8,0,"And here it is! This year's Coachella lineup!!! _ÙÕ£_ÙÕ´
#coachella2015 #rockshow #rock #rockandrollÛ_ http://t.co/QVl3BBZVXH",,1/6/15 10:37,5.52534e+17,"OMAHA BEACH, CALIFORNIA",Pacific Time (US & Canada)
3157,neutral,yes,JunoCassandra,0,They still trying to make Tyler the Creature happen? #Coachella2015,,1/6/15 10:37,5.52534e+17,With the boys Downtown.,
3158,neutral,yes,jewgravy,0,"Everyone's freaking out about Ride playing Coachella but I saw 'em in '92 and holy fuck I'm old.

#coachella #Coachella2015 #coachellalineup",,1/6/15 10:37,5.52534e+17,Depends where I am.,
3159,neutral,yes,iheartraving,5,Have you guys seen the #Coachella2015 line up? Counting down the days til April! #iheartraves #musicislove http://t.co/VvRq7w3oTr,,1/6/15 10:36,5.52534e+17,California,Arizona
3160,neutral,yes,LaurenNovik,7,Get the full @coachella 2015 lineup and details now! Tickets on sale tomorrow at 12pm! #coachella #coachella2015 http://t.co/RHDL04CmTr,,1/6/15 10:36,5.52534e+17,Los Angeles,
3161,neutral,yes,JRelloHello,0,Time to re-read with my magnifying glass now. @coachella #Coachella2015,,1/6/15 10:36,5.52534e+17,Bed.,Pacific Time (US & Canada)
3162,neutral,yes,Tikidoesit_,0,#Coachella2015 line up http://t.co/c851fWRMNV,"[33.67362259, -116.18196144]",1/6/15 10:36,5.52534e+17,CSUF ,Pacific Time (US & Canada)
3163,neutral,yes,DandiggityOne,0,#Repost @urbmag with repostapp.¡ÄÈÄÈÄÈ¡#coachella2015 http://t.co/NtbqDrEHih,,1/6/15 10:36,5.52534e+17,"East Side San Jose, CA",Pacific Time (US & Canada)
3164,neutral,yes,slezra,0,Get the full @coachella 2015 lineup and details now! Tickets on sale tomorrow at 12pm! #coachella #coachella2015 http://t.co/NNyTbP1gUq,,1/6/15 10:35,5.52534e+17,,Pacific Time (US & Canada)
3165,neutral,yes,Jonnynono,0,"I just realized that even though Nero are big enough to be a second line #Coachella2015 band, they have to use @NeroUK bc someone took @Nero",,1/6/15 10:35,5.52534e+17,"New York, NY ",Eastern Time (US & Canada)
3166,neutral,yes,columbine__,0,ALSO DESAPARECIDOS OH MY GOD OH MY FUCKING GOD #Coachella2015,,1/6/15 10:35,5.52534e+17,Coachella 2015 Weekend 2,Mountain Time (US & Canada)
3167,neutral,yes,TheAaronWolf,0,The lineup has been released and I have declined the invitation to play at the #Coachella2015 music festival. Sorry. Maybe next year.,,1/6/15 10:35,5.52534e+17,Chavez Ravine,Arizona
3168,neutral,yes,jenna_parker28,0,"Tickets to day 1 and 3, pretty please #coachella2015 http://t.co/cjJoUKroUw",,1/6/15 10:34,5.52534e+17,"Washington, DC",
3169,neutral,yes,ed_delafuente,0,#Coachella2015 lineup is out. Kinda underwhelmed but maybe it's because I haven't been seeking out new music lately. http://t.co/TAuNaYZpcc,,1/6/15 10:34,5.52534e+17,Los Angeles,Pacific Time (US & Canada)
3170,neutral,yes,e__amato,0,"Drake????

#Coachella2015 #ayfkm",,1/6/15 10:32,5.52533e+17,http://zestyverse.com,London
3171,neutral,yes,JenCx3,0,Ehh RT @FreeConcerts: Thoughts on the #Coachella2015 line-up? http://t.co/TPVkhZlNfX,,1/6/15 10:32,5.52533e+17,Jersey,Eastern Time (US & Canada)
3172,neutral,yes,DONDADA001,0,#Coachella2015 has been announced... Don't talk about it ... Be about it. Now who's going?Û_ http://t.co/aMFBNwNtxS,,1/6/15 10:32,5.52533e+17,"ÌÏT: 34.034721,-118.246204",Pacific Time (US & Canada)
3173,neutral,yes,wassupkimbo,1,"#Coachella2015 @Drake @theweeknd @ryanhemsworth Jamiexx, florence and the machine, @FLOSSTRADAMUS, @cleanbandit @araee_g",,1/6/15 10:30,5.52533e+17,San Fran,Pacific Time (US & Canada)
3174,neutral,yes,TatianaYSanchez,0,The @coachella 2015 lineup is out! Who's going?! http://t.co/fwJEE47uOE #Coachella2015 #HeyDrake,,1/6/15 10:30,5.52533e+17,"Palm Springs, CA",Pacific Time (US & Canada)
3175,neutral,yes,topher2189,0,@AZEALIABANKS will you really be at #coachella2015 ???,,1/6/15 10:28,5.52532e+17,"I Think, Therefore I Am",Arizona
3176,neutral,yes,PEcom_news,1,"AC/DC, Jack White, Drake to headline #Coachella2015 http://t.co/9N6VPTOCG4",,1/6/15 10:28,5.52532e+17,"Riverside, CA",Pacific Time (US & Canada)
3177,neutral,yes,1alexcam,0,"AC/DC #JackWhite &amp; Drake headline COACHELLA 2015 music festival
http://t.co/Fm6gBtAXXU
#coachella #Coachella2015 #coachellalineup #US #cali",,1/6/15 10:28,5.52532e+17,London (UK) --||--,London
3178,neutral,yes,jennameowww,0,"I LITERALLY CANT EVEN RIGHT NOW!!!!! #Coachella2015 ÛÏ@coachella: For those about to RT
http://t.co/oxTQfdloA1 http://t.co/tormMcMZFMÛ","[37.65902359, -121.03470946]",1/6/15 10:28,5.52532e+17,,
3179,neutral,yes,danielZbarber,0,But for real tho... #coachella #coachellalineup #Coachella2015 http://t.co/7PdUU2RwCu,,1/6/15 10:28,5.52532e+17,Santa Monica / LA,Pacific Time (US & Canada)
3180,neutral,yes,Paul_Austin,0,*whimper* #Coachella2015 http://t.co/R45TD4sMPR,,1/6/15 10:27,5.52532e+17,Dublin | NYC,Dublin
3181,neutral,yes,julieeepearl,0,"Coachella line up is out, I repeat #coachella2015 lineup is out _Ù÷±_Ù÷±_Ù÷±_Ù÷± http://t.co/UOzP3Ag1gZ",,1/6/15 10:27,5.52532e+17,,Pacific Time (US & Canada)
3182,neutral,yes,Chesterdefjam,0,#Coachella lineup announced! @Axwell ingrosso @alesso #DefJam #Coachella2015 http://t.co/UvaUj8jak7,,1/6/15 10:27,5.52532e+17,New York City,Eastern Time (US & Canada)
3183,neutral,yes,vanessafranko,6,The @coachella lineup is out http://t.co/ltuMOk8DCV #Coachella2015,,1/6/15 10:27,5.52532e+17,"Riverside, CA",Pacific Time (US & Canada)
3184,neutral,yes,ArtPredator,0,Line up @coachella #jackwhite #acdc #drake and #steelydan http://t.co/lV3EqITkUo  #Coachella2015 who's going April 10-12 or April 17-19,,1/6/15 10:26,5.52532e+17,Ventura CA; Black Rock City NV,Pacific Time (US & Canada)
3185,neutral,yes,ThePLURnalist,0,"It appears we may have the Coachella lineup....

#Coachella #Coachella2015 #Coachella15 http://t.co/UlFrGtWgSl",,1/6/15 10:23,5.52531e+17,Los Angeles,Pacific Time (US & Canada)
3186,neutral,yes,ianimhof,0,#Coachella2015 I dub thee #DanChella2015... #TheDan,,1/6/15 10:23,5.52531e+17,"Seattle, WA, USA",Pacific Time (US & Canada)
3187,neutral,yes,rageonmeh,0,@fullbonez we need matching Drake shirts #coachella2015,"[0.0, 0.0]",1/6/15 10:22,5.52531e+17,415,Pacific Time (US & Canada)
3188,neutral,yes,jugodecapitan,0,Woah is this legit??? @puffgodOG #Coachella2015 http://t.co/c0xI7mK8Vl,,1/6/15 10:21,5.52531e+17,@hallediez,Arizona
3189,neutral,yes,KeithOReillly,0,OH MY GOD #Coachella2015 http://t.co/IGM4fodKkz,,1/6/15 10:21,5.5253e+17,Away somewhere in my mind...,Dublin
3190,neutral,yes,suzykzr,0,#Coachella2015 Lineup is posted! #Coachella #2015 http://t.co/0hoi4XTvfU,,1/6/15 10:19,5.5253e+17,"Seattle, WA",Pacific Time (US & Canada)
3191,neutral,yes,VORPLOCIRAPTOR,0,LIL B ON SUNDAY #Coachella2015,,1/6/15 10:19,5.5253e+17,,Pacific Time (US & Canada)
3192,neutral,yes,BrandonCarte,1,"The #Coachella2015 lineup has been announced. ACDC, Jack White, Drake to headline the festival http://t.co/PUNRT30Zlv",,1/6/15 10:17,5.52529e+17,Snapchat: @brandoncarte,Eastern Time (US & Canada)
3193,neutral,yes,jared_patel,0,#coachella2015 released! http://t.co/mZck09CS4o,,1/6/15 10:13,5.52529e+17,,
3194,neutral,yes,iamONREE,1,"RT @jeremystephen: ÛÏ@thekevinryder: I would occasionally check http://t.co/1BXAlxoB4R for the #Coachella2015 lineup. But that's just me.""

Û_",,1/6/15 10:07,5.52527e+17,"LA, CA, USA",Alaska
3195,neutral,yes,nothingbutabz,2,RT @IrwinElGrande: Coachella lineup preview @coachella #Coachella2015 #coachellalineup http://t.co/tt2aqzkShy,,1/6/15 9:41,5.5252e+17,A city you never see on screen,Alaska
3196,neutral,yes,diahn_s,0,@thekevinryder @clydetombaugh really? #Coachella2015,,1/6/15 9:28,5.52517e+17,Los Angeles,Pacific Time (US & Canada)
3197,neutral,yes,IrwinElGrande,2,Coachella lineup preview @coachella #Coachella2015 #coachellalineup http://t.co/tt2aqzkShy,"[34.05073879, -118.353394]",1/6/15 9:02,5.52511e+17,Los Angeles,Arizona
3198,neutral,yes,FestivalLawyer,1,RT @SilentEyedStorm: Festival season is on the horizon &amp; @FestivalLawyer has a few tips http://t.co/VORchNkFly #Bonnaroo #Coachella2015 #LoÛ_,,1/6/15 8:47,5.52507e+17,California ,Pacific Time (US & Canada)
3199,neutral,yes,casey_montalvo,1,RT @carlosolin: The Coachella 2015 iOS app is available for download NOW! Poster announcement is imminent. #goosebumps #Coachella2015 #musiÛ_,,1/6/15 8:45,5.52506e+17,,
3200,neutral,yes,FuckColm,0,"Turned on KROQ 106.7 PASADENA

They said to expect details tonight

#Coachella2015 Season is here",,1/6/15 7:57,5.52494e+17,,Eastern Time (US & Canada)
3201,neutral,yes,bsellick,0,Iron Maiden to headline Coachella 2015 #Coachella2015,"[-34.66308495, 150.84092812]",1/6/15 4:04,5.52436e+17,kiama,Sydney
3202,neutral,yes,bsellick,0,"#Coachella2015 I would like some Spoon, SWANS and Cold War Kids please and thank you.","[-34.66293334, 150.84100706]",1/6/15 4:00,5.52435e+17,kiama,Sydney
3203,neutral,yes,iammikedup,0,Ok like I said earlier before the official @coachella lineup drops I wanted to share with yall this #Coachella2015 http://t.co/O6CeZpZ22t,,1/6/15 2:56,5.52418e+17,San Diego,Arizona
3204,neutral,yes,Dalvey_13,0,#Coachella2015 coming soon http://t.co/FsQhp8fMbQ,,1/5/15 22:16,5.52348e+17,Hemet CA ,Pacific Time (US & Canada)
3205,neutral,yes,BpositiveBhappy,2,RT @pgunn24: So...#Coachella2015 lineup...come out come out wherever you are,,1/5/15 21:51,5.52342e+17,Southwest Missouri,
3206,neutral,yes,bsellick,1,@iammikedup lol and porter robison just insta'd a pic which looks like the lineup poster background. http://t.co/4MAlN5zNjI #Coachella2015,,1/5/15 21:20,5.52334e+17,kiama,Sydney
3207,neutral,yes,Jedi_Jesus77,1,"RT @ISlapButtCheeks: anyone else camping for #Coachella2015 ? Let me knoooow, we can be neighbors #Coachella #camping #coachellapredictions",,1/5/15 17:48,5.5228e+17,"Cathedral City, Ca",Alaska
3208,neutral,yes,adriansalazar97,3,RT @Barron_1225: ACDC #Coachella2015,,1/5/15 16:58,5.52268e+17,California,
3209,neutral,yes,BpositiveBhappy,5,RT @carlosolin: Coachella lineup announcement this week? Just a hunch. @FooFighters @Avicii @Pharrell http://t.co/LWu5y89hnU #coachella2015Û_,,1/5/15 16:47,5.52265e+17,Southwest Missouri,
3210,neutral,yes,ItMightGetL0ud,3,Ahhh!! The anticipation of waiting to see this years lineup is driving me crazy #Coachella2015 #AimingForWeekend1... http://t.co/TY69YbDDC0,,1/5/15 16:21,5.52259e+17,Los Angeles,Alaska
3211,negative,yes,__Mia630_,0,Ugh being broke sucks! #Coachella2015 #only400 #itstheplace2b,,1/7/15 15:00,5.52963e+17,CA. USA,Pacific Time (US & Canada)
3212,negative,yes,AlternateSteve2,1,RT @Dekashoko: have a song from one of my favourite bands. i would go to #Coachella2015 and brave the hipsters just for them. https://t.co/Û_,,1/7/15 14:45,5.52959e+17,,
3213,negative,yes,itsallboutmary,0,Oh well your line up sucks anyway.. # bitter #coachella2015,,1/7/15 14:38,5.52957e+17,"Los Angeles,California",Pacific Time (US & Canada)
3214,negative,yes,kimpluth,0,Learned my lesson today. Lost my #Coachella2015 tickets because i didn't have an account already.,,1/7/15 14:27,5.52955e+17,Los Angeles,Alaska
3215,negative,yes,_Merzilla,0,INSANE LINE UP @coachella #Coachella2015 http://t.co/28JdyzFeC9,,1/7/15 14:24,5.52954e+17,"San Diego ,CA ",Pacific Time (US & Canada)
3216,negative,yes,sdoovall,0,"Everyone is freaking out about the #Coachella2015 line up, but I'm over here drooling over the #Ultra2015 line up _Ù÷",,1/7/15 14:22,5.52954e+17,,
3217,negative,yes,mishhaaa_,0,Pretty devo that #Coachella2015 is already sold out!,,1/7/15 14:02,5.52949e+17,Melbourne,Melbourne
3218,negative,yes,mariaaa_drew,0,Last year I vowed to myself I would go to #Coachella2015 ..... Ugh maybe next year.  _Ù÷»,,1/7/15 14:01,5.52948e+17,,Central Time (US & Canada)
3219,negative,yes,ShayFit127,0,"#Coachella2015 line up is just meh...not that excited to go, but since I already bought the ticket, I guess I will",,1/7/15 13:56,5.52947e+17,North Hollywood,
3220,negative,yes,xokaylariess,4,RT @lizisnotsexy: who cares about the #Coachella2015 lineup all I wanna know is the #warpedtour 2015 full lineup,,1/7/15 13:40,5.52943e+17,,Eastern Time (US & Canada)
3221,negative,yes,trinam3,0,#Coachellatickets #Coachella2015 I hate this http://t.co/MpZx7nyrzA,,1/7/15 13:36,5.52942e+17,San Jose,Pacific Time (US & Canada)
3222,negative,yes,ihoppermeredith,0,"""Unavailable"" my ass. Pffft lol #Coachella2015",,1/7/15 13:34,5.52941e+17,"Tempe, AZ",Pacific Time (US & Canada)
3223,negative,yes,inthelooptv,0,Coachella tickets sold out ... !! !! _Ù÷_Ù÷_ #coachella #Coachellatickets #Coachella2015,,1/7/15 13:31,5.52941e+17,Chicago (Midway Airport),Central Time (US & Canada)
3224,negative,yes,itsmyan,0,"That awkward moment when the #GovBall2015 lineup is better than the #Coachella2015 lineup. 
New York - 1
California - 0",,1/7/15 13:28,5.5294e+17,honeymoon avenue,Eastern Time (US & Canada)
3225,negative,yes,StevesGlansberg,0,@mingusvindaloo #Coachella2015 is weak son! #WhatHappenedThisYear,,1/7/15 13:28,5.5294e+17,,
3226,negative,yes,jazapo,1,RT @moe761: Not too impressed with the line up #Coachella2015,,1/7/15 13:25,5.52939e+17,"San Diego,CA",Tijuana
3227,negative,yes,VSCiao,0,Thanks #Coachella2015 for crushing my dreams. http://t.co/ryCObApGw3,"[37.42481358, -122.16566946]",1/7/15 13:16,5.52937e+17,KY,
3228,negative,yes,Maudelynn,0,Like half of the hipsters in the world haven't gotten some of their fashions from steely dan #Coachella2015,,1/7/15 13:13,5.52936e+17,Under the Hollywood Sign,Pacific Time (US & Canada)
3229,negative,yes,crystalannev,1,Weekend 1 passes no longer available - worst words I've ever read #ripme #Coachella2015,,1/7/15 13:08,5.52935e+17,,
3230,negative,yes,jimmythedude,0,Wow! #Coachella2015 tickets sold out in just 38 minutes. Fuckin' craaay.,,1/7/15 13:01,5.52933e+17,"Davao City, Philippines",Hong Kong
3231,negative,yes,Lisa3628,0,I am so going to #CarolinaRebellion 2015!! Awesome awesome lineup! So much better than #Coachella2015,,1/7/15 13:00,5.52933e+17,USA,Eastern Time (US & Canada)
3232,negative,yes,rryanmark,2,RT @MeltonKendall: Had over 20 devices going in our group and no one got in... Wtf #Coachella2015,,1/7/15 12:56,5.52932e+17,,Pacific Time (US & Canada)
3233,negative,yes,iwannabeAngel,1,"Fuck everyone who waiting in that lobby page, made it through and bought their #Coachella2015 tickets... So bummed. _ÙÕÛ #notmyyeartoDrakeout","[32.2075556, -110.9012891]",1/7/15 12:56,5.52932e+17,AZ,Pacific Time (US & Canada)
3234,negative,yes,MeltonKendall,2,Had over 20 devices going in our group and no one got in... Wtf #Coachella2015,"[34.16108005, -118.55848965]",1/7/15 12:56,5.52932e+17,LA,
3235,negative,yes,asiaaaaaax,1,RT @naturallytran: ÛÏ@Forever21: The lineup is here! #Coachella2015 http://t.co/hw3Tmf0IsKÛ@_madddddie _Ù÷_,,1/7/15 12:56,5.52932e+17,,Quito
3236,negative,yes,CobainRivers,0,"Damn, got out of the standby page and the tix were already sold out. They figuratively just let me put the tip in #Coachella2015",,1/7/15 12:55,5.52932e+17,"Los Angeles, CA",Pacific Time (US & Canada)
3237,negative,yes,mattwcochrane,0,Anyone going to @coachella #Coachella2015 ... what's the deal with camping not being available to buy? Bit crap if you already have a pass!!,,1/7/15 12:54,5.52931e+17,Leeds - U.K,
3238,negative,yes,karenx_2201,1,RT @Melliaa23: i wish i could go SOOO bad #Coachella2015,,1/7/15 12:49,5.5293e+17,,
3239,negative,yes,iamkevinnnn,0,#Coachella2015 already sold out. WTF!,,1/7/15 12:48,5.5293e+17,L O S _ A N G E L E S Û¢ C A ,Pacific Time (US & Canada)
3240,negative,yes,SpicoliBors,0,"Final decision: to not Coahella, had my head dress and everything #Coachella2015",,1/7/15 12:43,5.52929e+17,#crowsnest ,Central Time (US & Canada)
3241,negative,yes,RichEastlake,0,#Coachella2015 Festival scams thousands &amp; thousands into purchasing unwanted $75 shuttle passes. What a scam!,"[32.63597521, -116.94622739]",1/7/15 12:43,5.52928e+17,San Diego,
3242,negative,yes,jacez77,0,AC/DC headlining Friday?? Playing after the likes of Tame Impala?? Eff off #Coachella2015,,1/7/15 12:42,5.52928e+17,East Bay,Pacific Time (US & Canada)
3243,negative,yes,meryma,0,Holly shit it's expansive #Coachella2015,,1/7/15 12:42,5.52928e+17,Europe,Sarajevo
3244,negative,yes,dayfade,0,"Can't even secure a ticket for weekend 2 #Coachella2015  :(
So frustrating...",,1/7/15 12:40,5.52928e+17,San Diego,Pacific Time (US & Canada)
3245,negative,yes,MearaOnTheWall,1,RT @mirandagreenway: #coachella2015 lineup lookin terrible. too ready to see the lineups for waka and roo _Ù÷È_Ù÷È,,1/7/15 12:35,5.52927e+17,,Atlantic Time (Canada)
3246,negative,yes,maddogish,0,30 minutes after release and #Coachella2015 still isn't sold out...did they do something wrong with the Drake AC/DC combo?!?,,1/7/15 12:35,5.52926e+17,right now...right here...,
3247,negative,yes,johnniemora,0,Is anyone getting #Coachella2015  tickets yet?? The page is just on standby for me,,1/7/15 12:34,5.52926e+17,,
3248,negative,yes,runawaytonight,0,the lineup for #Coachella2015 leaves a lot to be desired,,1/7/15 12:32,5.52926e+17,"Los Angeles, CA",Eastern Time (US & Canada)
3249,negative,yes,MotorHeadMama,0,This year's #Coachella line up is nuts!  I may attend just to see how freaky the parking lot is.. #Coachella2015 #Coachella2013lineup,,1/7/15 12:31,5.52926e+17,Los Angeles,Pacific Time (US & Canada)
3250,negative,yes,BrigiiteV,0,THE worst. #Coachella2015 http://t.co/9TyJBk1ErW,,1/7/15 12:30,5.52925e+17,"Los Angeles, CA",Arizona
3251,negative,yes,RockoNoir,1,RT @virginiaak: Slightly painful to look at_Ù÷ #Coachella2015 http://t.co/bw60Z1MjNr,,1/7/15 12:30,5.52925e+17,DMV,Eastern Time (US & Canada)
3252,negative,yes,Tiffanie_mae,0,"Someone purchase my #Coachella2015 tickets, I don't have time to wait for this shit",,1/7/15 12:29,5.52925e+17,,Pacific Time (US & Canada)
3253,negative,yes,1DJGRE,0,This is what stress looks like #fuck @coachella #Coachella2015 #needthesepasses http://t.co/GDGe4VuwiU,"[61.21640063, -149.86662802]",1/7/15 12:28,5.52925e+17,Anchorage,
3254,negative,yes,iamrobfonza,0,Oh noooo... The standby page ¡ #Coachella2015 http://t.co/bjKvImITU6,,1/7/15 12:26,5.52924e+17,CA / LV ,Pacific Time (US & Canada)
3255,negative,yes,virginiaak,1,Slightly painful to look at_Ù÷ #Coachella2015 http://t.co/bw60Z1MjNr,,1/7/15 12:25,5.52924e+17,,Pacific Time (US & Canada)
3256,negative,yes,leeannuhhh,0,not really upset about the #coachella2015 lineup. it gives me a chance to find more favorite artists.,,1/7/15 12:24,5.52924e+17,oki ¾_Ðüã. sd. napoli. ,Pacific Time (US & Canada)
3257,negative,yes,rainesallnight,0,"Dear Coachella, I just a heart attack purchasing tickets. #Coachella2015 #shitmypants",,1/7/15 12:23,5.52923e+17,,Pacific Time (US & Canada)
3258,negative,yes,MelissaCori1,0,Waiting on the standby page is like a slow death_Ù÷_Ùª#Coachella2015 http://t.co/JqCGxoEd9N,,1/7/15 12:17,5.52922e+17,,Eastern Time (US & Canada)
3259,negative,yes,onewetfantasy,0,In this #Coachella2015 waiting room for the last 17 minutes.,,1/7/15 12:17,5.52922e+17,Deep in YOUR brain,
3260,negative,yes,RaphNasty,3,The closest I'll ever get to the feeling of defusing a bomb is waiting on the standby page for Coachella tickets. #Coachella2015,,1/7/15 12:12,5.52921e+17,"San Diego, CA/Los Angeles, CA",
3261,negative,yes,morgz789,0,@TheEllenShow ACDC got their name off the back of a vacuum cleaner... Are vacuum cleaners allowed at Coachella? #ACDC #Coachella2015,,1/7/15 12:10,5.5292e+17,Darwin,
3262,negative,yes,aocampo92,0,Who else is feeling my pain!? #Coachella2015 http://t.co/gOGviQdnl8,,1/7/15 12:06,5.52919e+17,,Pacific Time (US & Canada)
3263,negative,yes,CortinaGabriela,0,Selling two GA WEEKEND 2 #Coachella2015 tickets... _Ù÷__Ù÷Ä,,1/7/15 12:03,5.52918e+17,,
3264,negative,yes,brattenheimer,0,Ugh...still on standby page for #Coachella2015 tickets.,,1/7/15 12:02,5.52918e+17,"Pasadena, CA",Pacific Time (US & Canada)
3265,negative,yes,lstsss,0,"all y'all think you're making yourself some $$, but scalping ruins experiences #Coachella2015 #Coachellatickets","[0.0, 0.0]",1/7/15 11:59,5.52917e+17,San Francisco ,Pacific Time (US & Canada)
3266,negative,yes,JacquesDutronc,0,$435?! Fuck you #Coachella2015.,,1/7/15 11:58,5.52917e+17,Lemonworld,Quito
3267,negative,yes,lillyjha,3,RT @a_mattes: May the lord be with us all #Coachella2015,,1/7/15 11:57,5.52917e+17,,Arizona
3268,negative,yes,brklynmchls,0,Still freaking the fuck out over that Coachella lineup though.. #Coachella2015,,1/7/15 11:52,5.52916e+17,"Atlanta, Georgia",Quito
3269,negative,yes,WhatLolaLikes_,2,When you don't need to stress about #Coachella tickets because you presaled that shit! #Coachella2015,,1/7/15 11:51,5.52916e+17,"Phoenix, AZ",Eastern Time (US & Canada)
3270,negative,yes,agustinurena,0,@coachella i dont see @CalvinHarris in your lineup? #Coachella2015 #CoachellaNeedsCalvin,,1/7/15 11:40,5.52913e+17,Mexico,Arizona
3271,negative,yes,LilNuzz,0,If Coachella had death metal/sludge bands I'd go. #Coachella2015,,1/7/15 11:38,5.52912e+17,No Town,
3272,negative,yes,MasonMora,1,RT @OhDearCrystal: Sad sad sad sad sad day today. #Coachella2015 #broke #af,,1/7/15 11:38,5.52912e+17,California,Pacific Time (US & Canada)
3273,negative,yes,OhDearCrystal,1,Sad sad sad sad sad day today. #Coachella2015 #broke #af,,1/7/15 11:11,5.52905e+17,California ,Pacific Time (US & Canada)
3274,negative,yes,TriDopeOfficial,0,I was REALLY hoping Big K.R.I.T &amp; Frank Ocean would be apart of #Coachella2015,,1/7/15 11:03,5.52903e+17,"Dallas, Tx.",Eastern Time (US & Canada)
3275,negative,yes,Skinnygenes_TV,0,Moment of silence for that #Coachella2015 lineup FML _Ù÷â http://t.co/h1VKgdcLI8,,1/7/15 10:56,5.52902e+17,,Greenland
3276,negative,yes,__Schwab,2,"RT @2DOPEposts: First #Coachella2015, now #GovBallNYC will have Drake as a headliner: http://t.co/oA7OSOqEKj",,1/7/15 10:44,5.52899e+17,The X,Eastern Time (US & Canada)
3277,negative,yes,charlie_ridler_,1,ngl #Coachella2015 looks fucking sick,,1/7/15 10:40,5.52898e+17,England/Wales,London
3278,negative,yes,mitchmarzuola,0,deadmau5 shows up and plays nothing but soundclown songs for an hour and the blogosphere literally implodes. #Coachella2015,,1/7/15 10:23,5.52893e+17,Texas,Central Time (US & Canada)
3279,negative,yes,JJ_Whowell,2,RT @AntoineMcGuinn: #Coachella2015 lineup is extremely disappointing this year,,1/7/15 10:22,5.52893e+17,Wymeswold,Amsterdam
3280,negative,yes,AntoineMcGuinn,2,#Coachella2015 lineup is extremely disappointing this year,"[52.73048118, -1.07572363]",1/7/15 10:18,5.52892e+17,Leicester/Bath,
3281,negative,yes,SeanDuenser,0,Coachella line-up not looking good. Think I'll pass. Miss the 2007 listing. #Coachella2015 #coachella #Drake #ACDC http://t.co/ScFdkNorY7,,1/7/15 10:16,5.52891e+17,"Long Beach, CA",
3282,negative,yes,grumpycat420,0,TBH If @caribouband and @Chet_Faker weren't on the lineup I would sell my ticket ASAP #Coachella2015,,1/7/15 10:15,5.52891e+17,Oakland,
3283,negative,yes,ThatGirlShaeXo,2,"RT @caffaccino: Not gonna lie, #coachella2015 and #govball2015 lineups have been underwhelming so far... maybe #firefly2015 will be better",,1/7/15 9:58,5.52887e+17,New Jersey,Central Time (US & Canada)
3284,negative,yes,nasarhoosein,0,Coachella line up this year is so dead #Coachella2015,,1/7/15 9:57,5.52887e+17,,
3285,negative,yes,Yrogojina,7,RT @danielpashman: I was really hoping @taylorswift13 was head lining. Oh well... Theres always next year #Coachella2015 #worstlineupever,,1/7/15 9:55,5.52886e+17,"_Ê___ü, _._________Û___«",Abu Dhabi
3286,negative,yes,cerealplz,0,"@Drake set to headline #Coachella2015, alongside @FKAtwigs, @TheWeeknd &amp; @AZEALIABANKS  http://t.co/IrntoBjwZBÛ cry every time",,1/7/15 9:54,5.52886e+17,,
3287,negative,yes,JoshAldrete,0,Once again.... The Coachella line up just disappoints. Only a few decent performers this year.  #Coachella2015 http://t.co/tPZotMLVIF,,1/7/15 9:48,5.52885e+17,"Redondo Beach, California",
3288,negative,yes,Snakes7,1,RT @TheAshGraham: Am I the only one who thinks the #Coachella2015 line up sucks,,1/7/15 9:48,5.52884e+17,,Mexico City
3289,negative,yes,The1Deker,0,"Very weak #Coachella2015 line up, IMO.",,1/7/15 9:41,5.52883e+17,"ÌÏT: 34.15646,-118.473285",Pacific Time (US & Canada)
